Emotion: anxiety, Statement: eight hundred eight, Gender: male, Situation: conversation, Color: (73, 205, 46)
Emotion: disgust, Statement: three hundred eight, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: disgust, Statement: two hundred three, Gender: male, Situation: conversation, Color: (142, 173, 51)
Emotion: dominant, Statement: seven hundred, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: july fourteenth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: nine hundred four, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: may eleventh, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: one thousand eight, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: august fifteenth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: august fifteenth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: december fourth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: eight hundred five, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: eight hundred five, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: eight hundred five, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: eight hundred, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: eight thousand five, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: five hundred ten, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: five thousand ten, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: four hundred six, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: four thousand six, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: june twentieth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: march thirtieth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: nine thousand four, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: november twelfth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: one hundred eight, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: september eighth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: six hundred two, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: six hundred two, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: six thousand two, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: ten thousand ten, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: three hundred nine, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: three thousand nine, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: three thousand nine, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: three thousand nine, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: two hundred four, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: two thousand five, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: two thousand ten, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: may twenty-sixth, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: dominant, Statement: seventy-two, Gender: male, Situation: conversation, Color: (212, 172, 188)
Emotion: despair, Statement: december fourth, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: four thousand six, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: four thousand six, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: eight hundred six, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: five hundred twelve, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: march eleventh, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: march eleventh, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: nineteen hundred, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: despair, Statement: november nine, Gender: male, Situation: conversation, Color: (79, 108, 36)
Emotion: elation, Statement: nineteen hundred, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: nineteen hundred, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: nineteen hundred, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: december ninth, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: eight hundred ten, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: eight hundred ten, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: five hundred two, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: four thousand ten, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: four thousand ten, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: march seventeenth, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: november sixth, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: november sixth, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: ten thousand five, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: ten thousand five, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: three thousand ten, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: elation, Statement: seventy-one, Gender: male, Situation: conversation, Color: (173, 189, 225)
Emotion: hot anger, Statement: december tenth, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: december tenth, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: december tenth, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: eight hundred twelve, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: five thousand five, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: four thousand twelve, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: november third, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: one hundred five, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: ten thousand nine, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: ten thousand nine, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: three thousand twelve, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: three thousand twelve, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: march thirty-first, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: hot anger, Statement: seventy-three, Gender: male, Situation: conversation, Color: (160, 204, 63)
Emotion: happy, Statement: three hundred nine, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: three hundred nine, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: april thirteenth, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: april thirteenth, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: four hundred nine, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: four hundred nine, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: june eleventh, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: june eleventh, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: june eleventh, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: may twentieth, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: may twentieth, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: nine hundred twelve, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: nine hundred twelve, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: one thousand one, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: one thousand one, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: september first, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: september first, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: september first, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: september first, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: six thousand five, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: two thousand eight, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: two thousand eight, Gender: male, Situation: conversation, Color: unknown
Emotion: happy, Statement: two thousand eight, Gender: male, Situation: conversation, Color: unknown
Emotion: interest, Statement: august fifteenth, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: interest, Statement: august fifteenth, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: interest, Statement: four hundred six, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: interest, Statement: two thousand five, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: interest, Statement: two thousand five, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: interest, Statement: fifteen hundred, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: interest, Statement: june thirteenth, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: interest, Statement: nine thousand eight, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: interest, Statement: one thousand ten, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: interest, Statement: one thousand ten, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: interest, Statement: september ninth, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: interest, Statement: september ninth, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: interest, Statement: six thousand nine, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: interest, Statement: six thousand nine, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: interest, Statement: three hundred six, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: interest, Statement: may twenty-fifth, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: interest, Statement: may twenty-fifth, Gender: male, Situation: conversation, Color: (150, 193, 210)
Emotion: neutral, Statement: one hundred twelve, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: one hundred twelve, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: october third, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: six hundred three, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand ten, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand ten, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: march eleventh, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: nineteen hundred, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: april thirteenth, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: four hundred nine, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand eight, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand eight, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: nine thousand eight, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: december fifth, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: december fifth, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: eight hundred two, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: eight thousand two, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: five hundred one, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: five thousand one, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: four thousand nine, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: four thousand nine, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: july eighteenth, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: june thirtieth, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: nine hundred eight, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: no emotion, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: november tenth, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: one thousand twelve, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: september twelfth, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: six thousand three, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: ten thousand one, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: three hundred five, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: three thousand five, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two hundred eight, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand nine, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand nine, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand nine, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand one, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand one, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand one, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand one, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand one, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand one, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand six, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand three, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand twelve, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand twelve, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand two, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand two, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand two, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: march twenty-sixth, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: may twenty-fourth, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: seventy-six, Gender: male, Situation: conversation, Color: (0, 0, 0)
Emotion: neutral, Statement: april fifteenth, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: five thousand twelve, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: two hundred one, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: two hundred one, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: sixteen hundred, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: sixteen hundred, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: july second, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: nine hundred one, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: five hundred twelve, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: five hundred twelve, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: three thousand six, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: three thousand six, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: three thousand six, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: september first, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: six thousand five, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: fifteen hundred, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: three hundred six, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: august nineteenth, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: august nineteenth, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: december sixth, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: eight hundred nine, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: four hundred three, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: four thousand three, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: march twentieth, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: march twentieth, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: may thirtieth, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: nine thousand one, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: november eighth, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: october fifth, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: october fifth, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: one hundred four, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: one hundred four, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: one thousand four, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: six hundred five, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: six hundred five, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: ten thousand twelve, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand four, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: two thousand three, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: june twenty-fifth, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: seventy-eight, Gender: male, Situation: distant, Color: (0, 0, 0)
Emotion: neutral, Statement: october sixth, Gender: male, Situation: tete a tete, Color: (0, 0, 0)
Emotion: neutral, Statement: six hundred six, Gender: male, Situation: tete a tete, Color: (0, 0, 0)
Emotion: neutral, Statement: six hundred six, Gender: male, Situation: tete a tete, Color: (0, 0, 0)
Emotion: neutral, Statement: eight thousand three, Gender: male, Situation: tete a tete, Color: (0, 0, 0)
Emotion: neutral, Statement: june eleventh, Gender: male, Situation: tete a tete, Color: (0, 0, 0)
Emotion: neutral, Statement: nine hundred twelve, Gender: male, Situation: tete a tete, Color: (0, 0, 0)
