Emotion: neutral, Estimated Intensity: 0.78, RGB: (30, 40, 30), Size: 31
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 40
Emotion: surprised, Estimated Intensity: 0.99, RGB: (180, 20, 0), Size: 40
Emotion: surprised, Estimated Intensity: 0.85, RGB: (180, 20, 0), Size: 33
Emotion: neutral, Estimated Intensity: 0.95, RGB: (30, 40, 30), Size: 38
Emotion: neutral, Estimated Intensity: 0.91, RGB: (30, 40, 30), Size: 36
Emotion: neutral, Estimated Intensity: 0.96, RGB: (30, 40, 30), Size: 38
Emotion: neutral, Estimated Intensity: 0.99, RGB: (30, 40, 30), Size: 39
Emotion: calm, Estimated Intensity: 0.56, RGB: (40, 255, 255), Size: 21
Emotion: calm, Estimated Intensity: 0.51, RGB: (40, 255, 255), Size: 19
Emotion: calm, Estimated Intensity: 0.95, RGB: (40, 255, 255), Size: 38
Emotion: calm, Estimated Intensity: 0.97, RGB: (40, 255, 255), Size: 39
Emotion: calm, Estimated Intensity: 0.98, RGB: (40, 255, 255), Size: 39
Emotion: calm, Estimated Intensity: 0.99, RGB: (40, 255, 255), Size: 40
Emotion: calm, Estimated Intensity: 0.99, RGB: (40, 255, 255), Size: 40
Emotion: calm, Estimated Intensity: 0.99, RGB: (40, 255, 255), Size: 40
Emotion: happy, Estimated Intensity: 0.87, RGB: (210, 255, 10), Size: 34
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 0.86, RGB: (210, 255, 10), Size: 34
Emotion: happy, Estimated Intensity: 0.99, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 0.95, RGB: (210, 255, 10), Size: 38
Emotion: happy, Estimated Intensity: 0.89, RGB: (210, 255, 10), Size: 35
Emotion: happy, Estimated Intensity: 0.87, RGB: (210, 255, 10), Size: 34
Emotion: happy, Estimated Intensity: 0.99, RGB: (210, 255, 10), Size: 39
Emotion: sad, Estimated Intensity: 0.94, RGB: (40, 0, 80), Size: 38
Emotion: sad, Estimated Intensity: 0.97, RGB: (40, 0, 80), Size: 39
Emotion: sad, Estimated Intensity: 0.94, RGB: (40, 0, 80), Size: 38
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 40
Emotion: sad, Estimated Intensity: 0.87, RGB: (40, 0, 80), Size: 34
Emotion: sad, Estimated Intensity: 0.97, RGB: (40, 0, 80), Size: 39
Emotion: sad, Estimated Intensity: 0.82, RGB: (40, 0, 80), Size: 32
Emotion: sad, Estimated Intensity: 0.97, RGB: (40, 0, 80), Size: 39
Emotion: angry, Estimated Intensity: 0.93, RGB: (255, 0, 0), Size: 37
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 0.99, RGB: (255, 0, 0), Size: 39
Emotion: angry, Estimated Intensity: 0.45, RGB: (255, 0, 0), Size: 16
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: fearful, Estimated Intensity: 0.96, RGB: (127, 127, 127), Size: 38
Emotion: fearful, Estimated Intensity: 0.72, RGB: (127, 127, 127), Size: 28
Emotion: fearful, Estimated Intensity: 0.82, RGB: (127, 127, 127), Size: 32
Emotion: fearful, Estimated Intensity: 0.89, RGB: (127, 127, 127), Size: 35
Emotion: fearful, Estimated Intensity: 0.99, RGB: (127, 127, 127), Size: 40
Emotion: fearful, Estimated Intensity: 0.96, RGB: (127, 127, 127), Size: 38
Emotion: fearful, Estimated Intensity: 0.64, RGB: (127, 127, 127), Size: 24
Emotion: fearful, Estimated Intensity: 0.83, RGB: (127, 127, 127), Size: 33
Emotion: disgust, Estimated Intensity: 0.89, RGB: (0, 112, 192), Size: 35
Emotion: disgust, Estimated Intensity: 0.96, RGB: (0, 112, 192), Size: 38
Emotion: disgust, Estimated Intensity: 0.89, RGB: (0, 112, 192), Size: 35
Emotion: disgust, Estimated Intensity: 0.36, RGB: (0, 112, 192), Size: 13
Emotion: disgust, Estimated Intensity: 0.27, RGB: (0, 112, 192), Size: 9
Emotion: disgust, Estimated Intensity: 0.70, RGB: (0, 112, 192), Size: 27
Emotion: disgust, Estimated Intensity: 0.86, RGB: (0, 112, 192), Size: 34
Emotion: disgust, Estimated Intensity: 0.93, RGB: (0, 112, 192), Size: 37
Emotion: surprised, Estimated Intensity: 0.40, RGB: (180, 20, 0), Size: 14
Emotion: surprised, Estimated Intensity: 0.93, RGB: (180, 20, 0), Size: 37
Emotion: surprised, Estimated Intensity: 0.98, RGB: (180, 20, 0), Size: 39
Emotion: surprised, Estimated Intensity: 0.98, RGB: (180, 20, 0), Size: 39
Emotion: surprised, Estimated Intensity: 0.90, RGB: (180, 20, 0), Size: 36
Emotion: surprised, Estimated Intensity: 0.54, RGB: (180, 20, 0), Size: 20
Emotion: surprised, Estimated Intensity: 0.91, RGB: (180, 20, 0), Size: 36
Emotion: surprised, Estimated Intensity: 0.93, RGB: (180, 20, 0), Size: 37
Emotion: neutral, Estimated Intensity: 0.78, RGB: (30, 40, 30), Size: 30
Emotion: neutral, Estimated Intensity: 0.97, RGB: (30, 40, 30), Size: 39
Emotion: neutral, Estimated Intensity: 0.91, RGB: (30, 40, 30), Size: 36
Emotion: neutral, Estimated Intensity: 0.94, RGB: (30, 40, 30), Size: 38
Emotion: calm, Estimated Intensity: 0.97, RGB: (40, 255, 255), Size: 39
Emotion: calm, Estimated Intensity: 0.99, RGB: (40, 255, 255), Size: 40
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 40
Emotion: calm, Estimated Intensity: 0.98, RGB: (40, 255, 255), Size: 39
Emotion: calm, Estimated Intensity: 0.79, RGB: (40, 255, 255), Size: 31
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 40
Emotion: calm, Estimated Intensity: 0.76, RGB: (40, 255, 255), Size: 30
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 0.99, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: sad, Estimated Intensity: 0.94, RGB: (40, 0, 80), Size: 37
Emotion: sad, Estimated Intensity: 0.90, RGB: (40, 0, 80), Size: 36
Emotion: sad, Estimated Intensity: 0.99, RGB: (40, 0, 80), Size: 39
Emotion: sad, Estimated Intensity: 0.98, RGB: (40, 0, 80), Size: 39
Emotion: sad, Estimated Intensity: 0.99, RGB: (40, 0, 80), Size: 40
Emotion: sad, Estimated Intensity: 0.87, RGB: (40, 0, 80), Size: 34
Emotion: sad, Estimated Intensity: 0.83, RGB: (40, 0, 80), Size: 33
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 40
Emotion: angry, Estimated Intensity: 0.90, RGB: (255, 0, 0), Size: 36
Emotion: angry, Estimated Intensity: 0.99, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 0.99, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 0.99, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 0.68, RGB: (255, 0, 0), Size: 26
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: fearful, Estimated Intensity: 0.72, RGB: (127, 127, 127), Size: 28
Emotion: fearful, Estimated Intensity: 0.96, RGB: (127, 127, 127), Size: 38
Emotion: fearful, Estimated Intensity: 0.90, RGB: (127, 127, 127), Size: 36
Emotion: fearful, Estimated Intensity: 0.45, RGB: (127, 127, 127), Size: 16
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 40
Emotion: fearful, Estimated Intensity: 0.84, RGB: (127, 127, 127), Size: 33
Emotion: fearful, Estimated Intensity: 0.95, RGB: (127, 127, 127), Size: 38
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 40
Emotion: disgust, Estimated Intensity: 0.45, RGB: (0, 112, 192), Size: 17
Emotion: disgust, Estimated Intensity: 0.91, RGB: (0, 112, 192), Size: 36
Emotion: disgust, Estimated Intensity: 0.97, RGB: (0, 112, 192), Size: 39
Emotion: disgust, Estimated Intensity: 0.97, RGB: (0, 112, 192), Size: 39
Emotion: disgust, Estimated Intensity: 0.89, RGB: (0, 112, 192), Size: 35
Emotion: disgust, Estimated Intensity: 0.66, RGB: (0, 112, 192), Size: 26
Emotion: disgust, Estimated Intensity: 0.77, RGB: (0, 112, 192), Size: 30
Emotion: disgust, Estimated Intensity: 0.78, RGB: (0, 112, 192), Size: 30
Emotion: surprised, Estimated Intensity: 0.95, RGB: (180, 20, 0), Size: 38
Emotion: surprised, Estimated Intensity: 0.93, RGB: (180, 20, 0), Size: 37
Emotion: surprised, Estimated Intensity: 0.99, RGB: (180, 20, 0), Size: 40
Emotion: surprised, Estimated Intensity: 0.99, RGB: (180, 20, 0), Size: 40
Emotion: surprised, Estimated Intensity: 0.99, RGB: (180, 20, 0), Size: 40
Emotion: surprised, Estimated Intensity: 0.61, RGB: (180, 20, 0), Size: 23
Emotion: surprised, Estimated Intensity: 0.89, RGB: (180, 20, 0), Size: 35
Emotion: surprised, Estimated Intensity: 0.82, RGB: (180, 20, 0), Size: 32
Emotion: neutral, Estimated Intensity: 0.66, RGB: (30, 40, 30), Size: 25
Emotion: neutral, Estimated Intensity: 0.89, RGB: (30, 40, 30), Size: 35
Emotion: neutral, Estimated Intensity: 0.49, RGB: (30, 40, 30), Size: 18
Emotion: neutral, Estimated Intensity: 0.71, RGB: (30, 40, 30), Size: 28
Emotion: calm, Estimated Intensity: 0.93, RGB: (40, 255, 255), Size: 37
Emotion: calm, Estimated Intensity: 0.86, RGB: (40, 255, 255), Size: 34
Emotion: calm, Estimated Intensity: 0.61, RGB: (40, 255, 255), Size: 23
Emotion: calm, Estimated Intensity: 0.91, RGB: (40, 255, 255), Size: 36
Emotion: calm, Estimated Intensity: 0.99, RGB: (40, 255, 255), Size: 40
Emotion: calm, Estimated Intensity: 0.97, RGB: (40, 255, 255), Size: 39
Emotion: calm, Estimated Intensity: 0.84, RGB: (40, 255, 255), Size: 33
Emotion: calm, Estimated Intensity: 0.62, RGB: (40, 255, 255), Size: 24
Emotion: happy, Estimated Intensity: 0.99, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 0.99, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 0.99, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 0.99, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: sad, Estimated Intensity: 0.71, RGB: (40, 0, 80), Size: 28
Emotion: sad, Estimated Intensity: 0.52, RGB: (40, 0, 80), Size: 19
Emotion: sad, Estimated Intensity: 0.68, RGB: (40, 0, 80), Size: 26
Emotion: sad, Estimated Intensity: 0.55, RGB: (40, 0, 80), Size: 21
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 40
Emotion: sad, Estimated Intensity: 0.98, RGB: (40, 0, 80), Size: 39
Emotion: sad, Estimated Intensity: 0.98, RGB: (40, 0, 80), Size: 39
Emotion: sad, Estimated Intensity: 0.99, RGB: (40, 0, 80), Size: 40
Emotion: angry, Estimated Intensity: 0.97, RGB: (255, 0, 0), Size: 39
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 0.99, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 0.99, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: fearful, Estimated Intensity: 0.98, RGB: (127, 127, 127), Size: 39
Emotion: fearful, Estimated Intensity: 0.98, RGB: (127, 127, 127), Size: 39
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 40
Emotion: fearful, Estimated Intensity: 0.99, RGB: (127, 127, 127), Size: 40
Emotion: fearful, Estimated Intensity: 0.76, RGB: (127, 127, 127), Size: 30
Emotion: fearful, Estimated Intensity: 0.94, RGB: (127, 127, 127), Size: 37
Emotion: fearful, Estimated Intensity: 0.99, RGB: (127, 127, 127), Size: 40
Emotion: fearful, Estimated Intensity: 0.94, RGB: (127, 127, 127), Size: 37
Emotion: disgust, Estimated Intensity: 0.65, RGB: (0, 112, 192), Size: 25
Emotion: disgust, Estimated Intensity: 0.97, RGB: (0, 112, 192), Size: 39
Emotion: disgust, Estimated Intensity: 0.95, RGB: (0, 112, 192), Size: 38
Emotion: disgust, Estimated Intensity: 0.87, RGB: (0, 112, 192), Size: 35
Emotion: disgust, Estimated Intensity: 0.89, RGB: (0, 112, 192), Size: 35
Emotion: disgust, Estimated Intensity: 0.99, RGB: (0, 112, 192), Size: 40
Emotion: disgust, Estimated Intensity: 0.95, RGB: (0, 112, 192), Size: 38
Emotion: disgust, Estimated Intensity: 0.99, RGB: (0, 112, 192), Size: 40
Emotion: surprised, Estimated Intensity: 0.97, RGB: (180, 20, 0), Size: 39
Emotion: surprised, Estimated Intensity: 0.97, RGB: (180, 20, 0), Size: 39
Emotion: surprised, Estimated Intensity: 0.91, RGB: (180, 20, 0), Size: 36
Emotion: surprised, Estimated Intensity: 0.76, RGB: (180, 20, 0), Size: 30
Emotion: surprised, Estimated Intensity: 0.92, RGB: (180, 20, 0), Size: 36
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 40
Emotion: surprised, Estimated Intensity: 1.00, RGB: (180, 20, 0), Size: 40
Emotion: surprised, Estimated Intensity: 0.99, RGB: (180, 20, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.69, RGB: (30, 40, 30), Size: 27
Emotion: neutral, Estimated Intensity: 0.89, RGB: (30, 40, 30), Size: 35
Emotion: neutral, Estimated Intensity: 0.93, RGB: (30, 40, 30), Size: 37
Emotion: neutral, Estimated Intensity: 0.86, RGB: (30, 40, 30), Size: 34
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 40
Emotion: calm, Estimated Intensity: 0.76, RGB: (40, 255, 255), Size: 30
Emotion: calm, Estimated Intensity: 0.96, RGB: (40, 255, 255), Size: 38
Emotion: calm, Estimated Intensity: 0.92, RGB: (40, 255, 255), Size: 37
Emotion: calm, Estimated Intensity: 0.99, RGB: (40, 255, 255), Size: 39
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 40
Emotion: calm, Estimated Intensity: 0.99, RGB: (40, 255, 255), Size: 40
Emotion: calm, Estimated Intensity: 0.90, RGB: (40, 255, 255), Size: 36
Emotion: happy, Estimated Intensity: 0.95, RGB: (210, 255, 10), Size: 38
Emotion: happy, Estimated Intensity: 0.93, RGB: (210, 255, 10), Size: 37
Emotion: happy, Estimated Intensity: 0.99, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 0.97, RGB: (210, 255, 10), Size: 39
Emotion: happy, Estimated Intensity: 0.99, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 0.96, RGB: (210, 255, 10), Size: 38
Emotion: happy, Estimated Intensity: 0.99, RGB: (210, 255, 10), Size: 40
Emotion: sad, Estimated Intensity: 0.90, RGB: (40, 0, 80), Size: 36
Emotion: sad, Estimated Intensity: 0.98, RGB: (40, 0, 80), Size: 39
Emotion: sad, Estimated Intensity: 0.84, RGB: (40, 0, 80), Size: 33
Emotion: sad, Estimated Intensity: 0.77, RGB: (40, 0, 80), Size: 30
Emotion: sad, Estimated Intensity: 0.97, RGB: (40, 0, 80), Size: 39
Emotion: sad, Estimated Intensity: 0.97, RGB: (40, 0, 80), Size: 39
Emotion: sad, Estimated Intensity: 0.99, RGB: (40, 0, 80), Size: 39
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 40
Emotion: angry, Estimated Intensity: 0.99, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 0.75, RGB: (255, 0, 0), Size: 29
Emotion: angry, Estimated Intensity: 0.96, RGB: (255, 0, 0), Size: 38
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: fearful, Estimated Intensity: 0.59, RGB: (127, 127, 127), Size: 22
Emotion: fearful, Estimated Intensity: 0.47, RGB: (127, 127, 127), Size: 17
Emotion: fearful, Estimated Intensity: 0.89, RGB: (127, 127, 127), Size: 35
Emotion: fearful, Estimated Intensity: 0.97, RGB: (127, 127, 127), Size: 39
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 40
Emotion: fearful, Estimated Intensity: 0.99, RGB: (127, 127, 127), Size: 40
Emotion: fearful, Estimated Intensity: 1.00, RGB: (127, 127, 127), Size: 40
Emotion: fearful, Estimated Intensity: 0.99, RGB: (127, 127, 127), Size: 40
Emotion: disgust, Estimated Intensity: 0.90, RGB: (0, 112, 192), Size: 36
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 40
Emotion: disgust, Estimated Intensity: 0.98, RGB: (0, 112, 192), Size: 39
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 40
Emotion: disgust, Estimated Intensity: 1.00, RGB: (0, 112, 192), Size: 40
Emotion: disgust, Estimated Intensity: 0.97, RGB: (0, 112, 192), Size: 39
Emotion: disgust, Estimated Intensity: 0.97, RGB: (0, 112, 192), Size: 39
Emotion: disgust, Estimated Intensity: 0.98, RGB: (0, 112, 192), Size: 39
Emotion: surprised, Estimated Intensity: 0.98, RGB: (180, 20, 0), Size: 39
Emotion: surprised, Estimated Intensity: 0.38, RGB: (180, 20, 0), Size: 13
Emotion: surprised, Estimated Intensity: 0.97, RGB: (180, 20, 0), Size: 39
Emotion: surprised, Estimated Intensity: 0.99, RGB: (180, 20, 0), Size: 39
Emotion: surprised, Estimated Intensity: 0.83, RGB: (180, 20, 0), Size: 33
Emotion: surprised, Estimated Intensity: 0.94, RGB: (180, 20, 0), Size: 37
Emotion: surprised, Estimated Intensity: 0.69, RGB: (180, 20, 0), Size: 27
Emotion: surprised, Estimated Intensity: 0.97, RGB: (180, 20, 0), Size: 39
Emotion: neutral, Estimated Intensity: 0.89, RGB: (30, 40, 30), Size: 35
Emotion: neutral, Estimated Intensity: 0.71, RGB: (30, 40, 30), Size: 27
Emotion: neutral, Estimated Intensity: 0.95, RGB: (30, 40, 30), Size: 38
Emotion: neutral, Estimated Intensity: 0.81, RGB: (30, 40, 30), Size: 32
Emotion: calm, Estimated Intensity: 0.89, RGB: (40, 255, 255), Size: 35
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 40
Emotion: calm, Estimated Intensity: 0.96, RGB: (40, 255, 255), Size: 38
Emotion: calm, Estimated Intensity: 0.97, RGB: (40, 255, 255), Size: 39
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 40
Emotion: calm, Estimated Intensity: 0.99, RGB: (40, 255, 255), Size: 40
Emotion: calm, Estimated Intensity: 1.00, RGB: (40, 255, 255), Size: 40
Emotion: calm, Estimated Intensity: 0.99, RGB: (40, 255, 255), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 0.99, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 0.97, RGB: (210, 255, 10), Size: 39
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 0.99, RGB: (210, 255, 10), Size: 40
Emotion: happy, Estimated Intensity: 0.92, RGB: (210, 255, 10), Size: 37
Emotion: sad, Estimated Intensity: 0.68, RGB: (40, 0, 80), Size: 26
Emotion: sad, Estimated Intensity: 0.36, RGB: (40, 0, 80), Size: 13
Emotion: sad, Estimated Intensity: 0.96, RGB: (40, 0, 80), Size: 38
Emotion: sad, Estimated Intensity: 0.58, RGB: (40, 0, 80), Size: 22
Emotion: sad, Estimated Intensity: 0.96, RGB: (40, 0, 80), Size: 38
Emotion: sad, Estimated Intensity: 0.99, RGB: (40, 0, 80), Size: 40
Emotion: sad, Estimated Intensity: 0.99, RGB: (40, 0, 80), Size: 40
Emotion: sad, Estimated Intensity: 1.00, RGB: (40, 0, 80), Size: 40
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 0.77, RGB: (255, 0, 0), Size: 30
Emotion: angry, Estimated Intensity: 0.76, RGB: (255, 0, 0), Size: 30
Emotion: angry, Estimated Intensity: 1.00, RGB: (255, 0, 0), Size: 40
Emotion: angry, Estimated Intensity: 0.98, RGB: (255, 0, 0), Size: 39
Emotion: angry, Estimated Intensity: 0.96, RGB: (255, 0, 0), Size: 38
Emotion: angry, Estimated Intensity: 0.59, RGB: (255, 0, 0), Size: 23
