Emotion: anxiety, Estimated Intensity: 0.99, RGB: (73, 205, 46), Size: 40
Emotion: contempt, Estimated Intensity: 0.98, RGB: (155, 168, 97), Size: 39
Emotion: contempt, Estimated Intensity: 0.49, RGB: (155, 168, 97), Size: 18
Emotion: contempt, Estimated Intensity: 0.76, RGB: (155, 168, 97), Size: 30
Emotion: contempt, Estimated Intensity: 0.54, RGB: (155, 168, 97), Size: 20
Emotion: contempt, Estimated Intensity: 0.37, RGB: (155, 168, 97), Size: 13
Emotion: contempt, Estimated Intensity: 0.73, RGB: (155, 168, 97), Size: 28
Emotion: contempt, Estimated Intensity: 0.97, RGB: (155, 168, 97), Size: 39
Emotion: contempt, Estimated Intensity: 0.58, RGB: (155, 168, 97), Size: 22
Emotion: contempt, Estimated Intensity: 0.46, RGB: (155, 168, 97), Size: 17
Emotion: contempt, Estimated Intensity: 0.90, RGB: (155, 168, 97), Size: 36
Emotion: contempt, Estimated Intensity: 0.97, RGB: (155, 168, 97), Size: 39
Emotion: contempt, Estimated Intensity: 0.83, RGB: (155, 168, 97), Size: 33
Emotion: contempt, Estimated Intensity: 0.96, RGB: (155, 168, 97), Size: 38
Emotion: contempt, Estimated Intensity: 0.93, RGB: (155, 168, 97), Size: 37
Emotion: contempt, Estimated Intensity: 1.00, RGB: (155, 168, 97), Size: 40
Emotion: contempt, Estimated Intensity: 0.90, RGB: (155, 168, 97), Size: 36
Emotion: contempt, Estimated Intensity: 0.62, RGB: (155, 168, 97), Size: 24
Emotion: disgust, Estimated Intensity: 0.98, RGB: (142, 173, 51), Size: 39
Emotion: disgust, Estimated Intensity: 0.80, RGB: (142, 173, 51), Size: 31
Emotion: disgust, Estimated Intensity: 0.51, RGB: (142, 173, 51), Size: 19
Emotion: disgust, Estimated Intensity: 0.53, RGB: (142, 173, 51), Size: 20
Emotion: disgust, Estimated Intensity: 0.37, RGB: (142, 173, 51), Size: 13
Emotion: disgust, Estimated Intensity: 0.80, RGB: (142, 173, 51), Size: 32
Emotion: disgust, Estimated Intensity: 0.84, RGB: (142, 173, 51), Size: 33
Emotion: disgust, Estimated Intensity: 0.94, RGB: (142, 173, 51), Size: 38
Emotion: disgust, Estimated Intensity: 1.00, RGB: (142, 173, 51), Size: 40
Emotion: disgust, Estimated Intensity: 1.00, RGB: (142, 173, 51), Size: 40
Emotion: disgust, Estimated Intensity: 0.97, RGB: (142, 173, 51), Size: 39
Emotion: disgust, Estimated Intensity: 0.98, RGB: (142, 173, 51), Size: 39
Emotion: disgust, Estimated Intensity: 0.80, RGB: (142, 173, 51), Size: 31
Emotion: disgust, Estimated Intensity: 0.99, RGB: (142, 173, 51), Size: 40
Emotion: disgust, Estimated Intensity: 0.62, RGB: (142, 173, 51), Size: 24
Emotion: disgust, Estimated Intensity: 0.81, RGB: (142, 173, 51), Size: 32
Emotion: disgust, Estimated Intensity: 0.64, RGB: (142, 173, 51), Size: 24
Emotion: disgust, Estimated Intensity: 0.36, RGB: (142, 173, 51), Size: 12
Emotion: disgust, Estimated Intensity: 0.88, RGB: (142, 173, 51), Size: 35
Emotion: disgust, Estimated Intensity: 1.00, RGB: (142, 173, 51), Size: 40
Emotion: disgust, Estimated Intensity: 0.96, RGB: (142, 173, 51), Size: 38
Emotion: disgust, Estimated Intensity: 1.00, RGB: (142, 173, 51), Size: 40
Emotion: disgust, Estimated Intensity: 0.98, RGB: (142, 173, 51), Size: 39
Emotion: disgust, Estimated Intensity: 1.00, RGB: (142, 173, 51), Size: 40
Emotion: disgust, Estimated Intensity: 0.89, RGB: (142, 173, 51), Size: 35
Emotion: disgust, Estimated Intensity: 0.93, RGB: (142, 173, 51), Size: 37
Emotion: disgust, Estimated Intensity: 1.00, RGB: (142, 173, 51), Size: 40
Emotion: disgust, Estimated Intensity: 0.93, RGB: (142, 173, 51), Size: 37
Emotion: dominant, Estimated Intensity: 1.00, RGB: (212, 172, 188), Size: 40
Emotion: dominant, Estimated Intensity: 0.97, RGB: (212, 172, 188), Size: 39
Emotion: dominant, Estimated Intensity: 0.85, RGB: (212, 172, 188), Size: 34
Emotion: dominant, Estimated Intensity: 0.98, RGB: (212, 172, 188), Size: 39
Emotion: dominant, Estimated Intensity: 0.96, RGB: (212, 172, 188), Size: 38
Emotion: dominant, Estimated Intensity: 0.85, RGB: (212, 172, 188), Size: 34
Emotion: dominant, Estimated Intensity: 0.58, RGB: (212, 172, 188), Size: 22
Emotion: dominant, Estimated Intensity: 0.60, RGB: (212, 172, 188), Size: 23
Emotion: dominant, Estimated Intensity: 0.99, RGB: (212, 172, 188), Size: 40
Emotion: dominant, Estimated Intensity: 0.99, RGB: (212, 172, 188), Size: 40
Emotion: dominant, Estimated Intensity: 0.93, RGB: (212, 172, 188), Size: 37
Emotion: dominant, Estimated Intensity: 1.00, RGB: (212, 172, 188), Size: 40
Emotion: dominant, Estimated Intensity: 0.99, RGB: (212, 172, 188), Size: 40
Emotion: dominant, Estimated Intensity: 0.99, RGB: (212, 172, 188), Size: 40
Emotion: dominant, Estimated Intensity: 0.87, RGB: (212, 172, 188), Size: 35
Emotion: dominant, Estimated Intensity: 0.69, RGB: (212, 172, 188), Size: 27
Emotion: dominant, Estimated Intensity: 0.46, RGB: (212, 172, 188), Size: 17
Emotion: dominant, Estimated Intensity: 1.00, RGB: (212, 172, 188), Size: 40
Emotion: dominant, Estimated Intensity: 0.59, RGB: (212, 172, 188), Size: 22
Emotion: dominant, Estimated Intensity: 0.63, RGB: (212, 172, 188), Size: 24
Emotion: dominant, Estimated Intensity: 0.96, RGB: (212, 172, 188), Size: 38
Emotion: dominant, Estimated Intensity: 0.87, RGB: (212, 172, 188), Size: 34
Emotion: dominant, Estimated Intensity: 0.54, RGB: (212, 172, 188), Size: 20
Emotion: dominant, Estimated Intensity: 0.91, RGB: (212, 172, 188), Size: 36
Emotion: dominant, Estimated Intensity: 0.56, RGB: (212, 172, 188), Size: 21
Emotion: dominant, Estimated Intensity: 0.93, RGB: (212, 172, 188), Size: 37
Emotion: dominant, Estimated Intensity: 0.72, RGB: (212, 172, 188), Size: 28
Emotion: dominant, Estimated Intensity: 0.96, RGB: (212, 172, 188), Size: 38
Emotion: dominant, Estimated Intensity: 0.95, RGB: (212, 172, 188), Size: 38
Emotion: dominant, Estimated Intensity: 1.00, RGB: (212, 172, 188), Size: 40
Emotion: dominant, Estimated Intensity: 0.97, RGB: (212, 172, 188), Size: 39
Emotion: dominant, Estimated Intensity: 0.91, RGB: (212, 172, 188), Size: 36
Emotion: dominant, Estimated Intensity: 0.97, RGB: (212, 172, 188), Size: 39
Emotion: dominant, Estimated Intensity: 0.88, RGB: (212, 172, 188), Size: 35
Emotion: dominant, Estimated Intensity: 0.98, RGB: (212, 172, 188), Size: 39
Emotion: dominant, Estimated Intensity: 0.85, RGB: (212, 172, 188), Size: 34
Emotion: despair, Estimated Intensity: 0.53, RGB: (79, 108, 36), Size: 20
Emotion: despair, Estimated Intensity: 0.59, RGB: (79, 108, 36), Size: 22
Emotion: despair, Estimated Intensity: 0.92, RGB: (79, 108, 36), Size: 37
Emotion: despair, Estimated Intensity: 0.59, RGB: (79, 108, 36), Size: 23
Emotion: despair, Estimated Intensity: 0.97, RGB: (79, 108, 36), Size: 39
Emotion: despair, Estimated Intensity: 0.97, RGB: (79, 108, 36), Size: 39
Emotion: despair, Estimated Intensity: 0.74, RGB: (79, 108, 36), Size: 29
Emotion: despair, Estimated Intensity: 0.63, RGB: (79, 108, 36), Size: 24
Emotion: despair, Estimated Intensity: 0.71, RGB: (79, 108, 36), Size: 27
Emotion: elation, Estimated Intensity: 0.89, RGB: (173, 189, 225), Size: 35
Emotion: elation, Estimated Intensity: 0.99, RGB: (173, 189, 225), Size: 40
Emotion: elation, Estimated Intensity: 0.99, RGB: (173, 189, 225), Size: 40
Emotion: elation, Estimated Intensity: 1.00, RGB: (173, 189, 225), Size: 40
Emotion: elation, Estimated Intensity: 0.82, RGB: (173, 189, 225), Size: 32
Emotion: elation, Estimated Intensity: 0.99, RGB: (173, 189, 225), Size: 40
Emotion: elation, Estimated Intensity: 1.00, RGB: (173, 189, 225), Size: 40
Emotion: elation, Estimated Intensity: 0.97, RGB: (173, 189, 225), Size: 39
Emotion: elation, Estimated Intensity: 0.86, RGB: (173, 189, 225), Size: 34
Emotion: elation, Estimated Intensity: 1.00, RGB: (173, 189, 225), Size: 40
Emotion: elation, Estimated Intensity: 0.90, RGB: (173, 189, 225), Size: 36
Emotion: elation, Estimated Intensity: 1.00, RGB: (173, 189, 225), Size: 40
Emotion: elation, Estimated Intensity: 0.99, RGB: (173, 189, 225), Size: 40
Emotion: elation, Estimated Intensity: 0.82, RGB: (173, 189, 225), Size: 32
Emotion: elation, Estimated Intensity: 0.97, RGB: (173, 189, 225), Size: 39
Emotion: elation, Estimated Intensity: 1.00, RGB: (173, 189, 225), Size: 40
Emotion: hot anger, Estimated Intensity: 0.97, RGB: (160, 204, 63), Size: 39
Emotion: hot anger, Estimated Intensity: 0.96, RGB: (160, 204, 63), Size: 38
Emotion: hot anger, Estimated Intensity: 0.95, RGB: (160, 204, 63), Size: 38
Emotion: hot anger, Estimated Intensity: 1.00, RGB: (160, 204, 63), Size: 40
Emotion: hot anger, Estimated Intensity: 1.00, RGB: (160, 204, 63), Size: 40
Emotion: hot anger, Estimated Intensity: 1.00, RGB: (160, 204, 63), Size: 40
Emotion: hot anger, Estimated Intensity: 1.00, RGB: (160, 204, 63), Size: 40
Emotion: hot anger, Estimated Intensity: 1.00, RGB: (160, 204, 63), Size: 40
Emotion: hot anger, Estimated Intensity: 1.00, RGB: (160, 204, 63), Size: 40
Emotion: hot anger, Estimated Intensity: 1.00, RGB: (160, 204, 63), Size: 40
Emotion: hot anger, Estimated Intensity: 1.00, RGB: (160, 204, 63), Size: 40
Emotion: hot anger, Estimated Intensity: 1.00, RGB: (160, 204, 63), Size: 40
Emotion: hot anger, Estimated Intensity: 1.00, RGB: (160, 204, 63), Size: 40
Emotion: hot anger, Estimated Intensity: 0.99, RGB: (160, 204, 63), Size: 39
Emotion: happy, Estimated Intensity: 0.88, RGB: (0, 0, 0), Size: 35
Emotion: happy, Estimated Intensity: 0.91, RGB: (0, 0, 0), Size: 36
Emotion: happy, Estimated Intensity: 0.52, RGB: (0, 0, 0), Size: 19
Emotion: happy, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 40
Emotion: happy, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: happy, Estimated Intensity: 0.98, RGB: (0, 0, 0), Size: 39
Emotion: happy, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 40
Emotion: happy, Estimated Intensity: 0.64, RGB: (0, 0, 0), Size: 25
Emotion: happy, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: happy, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: happy, Estimated Intensity: 0.96, RGB: (0, 0, 0), Size: 38
Emotion: happy, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: happy, Estimated Intensity: 0.65, RGB: (0, 0, 0), Size: 25
Emotion: happy, Estimated Intensity: 0.93, RGB: (0, 0, 0), Size: 37
Emotion: happy, Estimated Intensity: 0.86, RGB: (0, 0, 0), Size: 34
Emotion: happy, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: happy, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: interest, Estimated Intensity: 1.00, RGB: (150, 193, 210), Size: 40
Emotion: interest, Estimated Intensity: 1.00, RGB: (150, 193, 210), Size: 40
Emotion: interest, Estimated Intensity: 1.00, RGB: (150, 193, 210), Size: 40
Emotion: interest, Estimated Intensity: 0.80, RGB: (150, 193, 210), Size: 31
Emotion: interest, Estimated Intensity: 0.92, RGB: (150, 193, 210), Size: 37
Emotion: interest, Estimated Intensity: 0.76, RGB: (150, 193, 210), Size: 30
Emotion: interest, Estimated Intensity: 0.44, RGB: (150, 193, 210), Size: 16
Emotion: interest, Estimated Intensity: 0.67, RGB: (150, 193, 210), Size: 26
Emotion: interest, Estimated Intensity: 0.26, RGB: (150, 193, 210), Size: 8
Emotion: interest, Estimated Intensity: 0.83, RGB: (150, 193, 210), Size: 33
Emotion: interest, Estimated Intensity: 0.63, RGB: (150, 193, 210), Size: 24
Emotion: interest, Estimated Intensity: 0.97, RGB: (150, 193, 210), Size: 39
Emotion: interest, Estimated Intensity: 0.61, RGB: (150, 193, 210), Size: 23
Emotion: interest, Estimated Intensity: 0.80, RGB: (150, 193, 210), Size: 31
Emotion: interest, Estimated Intensity: 0.98, RGB: (150, 193, 210), Size: 39
Emotion: interest, Estimated Intensity: 0.99, RGB: (150, 193, 210), Size: 39
Emotion: interest, Estimated Intensity: 0.28, RGB: (150, 193, 210), Size: 9
Emotion: neutral, Estimated Intensity: 0.98, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.98, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.98, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 0.89, RGB: (0, 0, 0), Size: 35
Emotion: neutral, Estimated Intensity: 0.96, RGB: (0, 0, 0), Size: 38
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.52, RGB: (0, 0, 0), Size: 19
Emotion: neutral, Estimated Intensity: 0.63, RGB: (0, 0, 0), Size: 24
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 0.65, RGB: (0, 0, 0), Size: 25
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.87, RGB: (0, 0, 0), Size: 35
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 0.95, RGB: (0, 0, 0), Size: 38
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.98, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 0.84, RGB: (0, 0, 0), Size: 33
Emotion: neutral, Estimated Intensity: 0.97, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 0.75, RGB: (0, 0, 0), Size: 29
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.89, RGB: (0, 0, 0), Size: 35
Emotion: neutral, Estimated Intensity: 0.95, RGB: (0, 0, 0), Size: 38
Emotion: neutral, Estimated Intensity: 0.64, RGB: (0, 0, 0), Size: 25
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.97, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.59, RGB: (0, 0, 0), Size: 22
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.86, RGB: (0, 0, 0), Size: 34
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.98, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 0.97, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 0.97, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.57, RGB: (0, 0, 0), Size: 22
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.63, RGB: (0, 0, 0), Size: 24
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.98, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.92, RGB: (0, 0, 0), Size: 37
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.81, RGB: (0, 0, 0), Size: 32
Emotion: neutral, Estimated Intensity: 0.95, RGB: (0, 0, 0), Size: 38
Emotion: neutral, Estimated Intensity: 0.96, RGB: (0, 0, 0), Size: 38
Emotion: neutral, Estimated Intensity: 0.94, RGB: (0, 0, 0), Size: 37
Emotion: neutral, Estimated Intensity: 0.98, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.57, RGB: (0, 0, 0), Size: 22
Emotion: neutral, Estimated Intensity: 0.80, RGB: (0, 0, 0), Size: 31
Emotion: neutral, Estimated Intensity: 0.38, RGB: (0, 0, 0), Size: 13
Emotion: neutral, Estimated Intensity: 0.96, RGB: (0, 0, 0), Size: 38
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.91, RGB: (0, 0, 0), Size: 36
Emotion: neutral, Estimated Intensity: 0.96, RGB: (0, 0, 0), Size: 38
Emotion: neutral, Estimated Intensity: 0.86, RGB: (0, 0, 0), Size: 34
Emotion: neutral, Estimated Intensity: 0.97, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.94, RGB: (0, 0, 0), Size: 38
Emotion: neutral, Estimated Intensity: 0.52, RGB: (0, 0, 0), Size: 19
Emotion: neutral, Estimated Intensity: 0.74, RGB: (0, 0, 0), Size: 29
Emotion: neutral, Estimated Intensity: 0.95, RGB: (0, 0, 0), Size: 38
Emotion: neutral, Estimated Intensity: 0.73, RGB: (0, 0, 0), Size: 29
Emotion: neutral, Estimated Intensity: 0.99, RGB: (0, 0, 0), Size: 39
Emotion: neutral, Estimated Intensity: 0.91, RGB: (0, 0, 0), Size: 36
Emotion: neutral, Estimated Intensity: 0.84, RGB: (0, 0, 0), Size: 33
Emotion: neutral, Estimated Intensity: 1.00, RGB: (0, 0, 0), Size: 40
Emotion: neutral, Estimated Intensity: 0.54, RGB: (0, 0, 0), Size: 20
Emotion: neutral, Estimated Intensity: 0.88, RGB: (0, 0, 0), Size: 35
Emotion: neutral, Estimated Intensity: 0.96, RGB: (0, 0, 0), Size: 38
Emotion: neutral, Estimated Intensity: 0.94, RGB: (0, 0, 0), Size: 37
Emotion: neutral, Estimated Intensity: 0.83, RGB: (0, 0, 0), Size: 33
Emotion: neutral, Estimated Intensity: 0.94, RGB: (0, 0, 0), Size: 38
Emotion: neutral, Estimated Intensity: 0.50, RGB: (0, 0, 0), Size: 18
Emotion: neutral, Estimated Intensity: 0.47, RGB: (0, 0, 0), Size: 17
Emotion: panic, Estimated Intensity: 1.00, RGB: (73, 233, 49), Size: 40
